,id,document,labels
264,264,"네덜란드는 아주 재미있군요. 보시다시피 네덜란드는 작은 나라들 중에 가장 큰 나라입니다. 네덜란드는 28퍼센트가 나왔는데, 이 숫자는 전국의 모든 가정에 장기기증참여를 호소하는 편지를 보내고 나서 얻은 숫자입니다. ""Begging only gets you so far""(빌어봐야 소용없다)는 표현을 아시나요? 장기기증참여가 28%입니다.","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
265,265,"오른쪽에 있는 나라들이 무슨 일을 하고 있건 간에 비는 것보다는 훨씬 결과가 좋네요. 그럼 그들은 뭘 하고 있는 걸까요? 비밀은 면허시험장의 신청양식에 있는 것으로 나타났습니다. 이야기는 이렇습니다. 왼쪽에 있는 나라들의 면허시험장 신청양식은 이렇게 생겼습니다. 장기기증 프로그램에 참여하시려면 아래 박스에 체크하세요. 그래서 무슨 일이 일어났을까요? 사람들은 체크를 안하죠, 그리고 참여를 안합니다. 오른쪽에 있는 나라들, 그러니까 많이 주는 나라들은 약간 다른 신청양식을 가지고 있습니다. 참여하지 않으려면 박스에 체크하라고 써 있습니다. 재미있게도, 사람들이 이걸 받으면 역시 체크를 하지 않습니다. 하지만 이번엔 참여를 하게 되죠.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
266,266,"이게 무엇을 의미하는지 생각해보십시오. 아침에 일어나서부터 우리는 의사결정을 한다고 느낍니다. 아침에 일어나서 옷장을 엽니다. 그리고 무엇을 입을지 결정한다고 느낍니다. 냉장고를 열고, 무엇을 먹을지 결정한다고 느낍니다. 이것이 실제로 의미하는 것은 이런 결정들의 많은 부분이 우리의 것이 아니라는 것입니다. 많은 부분이 양식을 설계한 사람들의 결정인 것입니다. 당신이 면허시험장에 걸어들어간다면 양식을 설계한 사람은 당신이 하게될 행동에 엄청난 영향을 미치고 있는 것입니다. 이것도 직관적으로 결과를 알기 아주 어려운 문제입니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
267,267,"생각해보세요. 여러분 중에 몇분이나 그렇게 생각하시나요? 여러분이 내일 면허를 갱신하러 면허시험장에 간다면 그리고 이 양식들 중에 하나를 본다면 이 양식이 당신의 행동을 실제로 바꿀 거라고 믿겠습니까? 영향을 받을 거라고 생각하기는 굉장히 어렵습니다. 우린 말하죠, ""웃기는 유럽사람들. 당연히 그들이야 영향을 받겠지."" 하지만 우리가 그런 상황에 부딪히면 우리가 운전석에 앉아있다는 느낌을, 우리가 상황을 통제하고 있다는 느낌을, 우리가 결정한다는 느낌을 가집니다. 다음과 같은 생각은 받아들이기조차 어렵습니다. 우리가 실제로 결정하는 것이 아니라 결정한다는 ""착각""을 한다는 생각말입니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
268,268,"어쩌면 당신은 이렇게 말할 수도 있겠죠 ""이런 결정은 별로 관심을 안 가지는 것들이니까."" 사실, 이런 결정들은 당연히 우리가 죽은 다음에 일어나는 일에 대한 것입니다. 죽은 다음에 일어날 일보다 덜 신경쓸 일이 뭐가 있겠습니까? 그러니까, 이성을 믿는 일반적인 경제학자라면 이렇게 말하겠죠 ""알아요? 연필을 집어들고 체크표시를 하는 것의 비용이 결정의 잠재적 효용보다 훨씬 크다구요.""라고 말이죠.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
269,269,"그래서 우리가 이런 영향을 받는다는 것이죠. 하지만, 사실은, 그렇게 쉬운 결정이라서 그런것이 아닙니다. 사소한 일이라서 그런것도, 관심이 없어서 그런 것도 아니죠. 오히려 그 반대입니다. 신경을 쓰기 때문이지요. 어렵고 복잡한 문제이기 때문입니다. 너무나 복잡해서 우리는 뭘 해야할지 모르기 때문입니다. 뭘 해야할지 모르기 때문에 우리를 위해 선택되어 있는 것을 고르게 됩니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
270,270,"예를 하나 더 들겠습니다. 이것은 레델마이어와 샤피어의 논문에서 가져온 것입니다. 그들은 말합니다. ""이러한 효과는 전문가들, 그러니까 보수를 많이 받는, 그런 결정에 대해 전문성이 있는, 그런 결정을 자주하는 사람들에게도 나타난다."" 그들은 여러명의 의사들을 대상으로 실험을 했습니다. 의사들에게 어떤 환자의 사례를 보여주었죠 환자는 67세의 농부입니다. 그는 한동안 우측고관절의 통증으로 고생하고 있습니다. 그리고 그들은 의사에게 말합니다. ""몇주전에 당신은 이 환자에게 어떤 처방도 효과가 없다는 결정을 내렸습니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
271,271,"어떤 약도 효과가 없는 것 같습니다. 그래서, 이 환자를 고관절 치환술을 받도록 추천했습니다. 고관절 치환술 말입니다. 아시겠어요?"" 그래서 환자는 고관절 치환을 받는 과정에 들어가 있습니다. 그리고, 연구자들은 의사들 중 절반에게 말합니다. ""어제 당신은 그 환자의 사례를 다시 살펴봤고, 한가지 약을 시도하는 것을 잊었다는 것을 깨달았습니다. 이부프로펜을 시도해보지 않은 것입니다. 어떻게 하겠습니까? 환자를 끌어내서 이부프로펜을 시도해볼 건가요? 아니면 그냥 고관절 치환을 받도록 내버려둘 건가요? 좋은 소식은 이 경우에 대부분의 의사들이 환자를 끌어내서 이부프로펜을 시도하기로 결정했다는 것입니다. 이분들은 아주 훌륭한 의사들입니다.","[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
272,272,"다른 그룹의 의사들에게는 이렇게 말합니다. ""어제 당신은 그 환자의 사례를 다시 살펴봤고, 당신은 이부프로펜과 피록시캠 두가지 약을 시도해보지 않았다는 것을 알게 되었습니다."" 그리고 말하기를 ""두가지 약을 시도해보지 않았습니다. 어떻게 하겠습니까? 그냥 내버려 둘 건가요? 아니면 끌어낼 건가요? 그리고 끌어낸다면, 이부프로펜이나 피록시캠 중 어떤 것을 시도할 건가요?"" 생각해 보세요. 이번 결정은 그냥 고관절 치환을 받도록 하는 편이 쉽게 만듭니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
273,273,"하지만 환자를 끌어내면 갑자기 일이 복잡해집니다. 결정할 것이 하나 더 있는 것이죠. 이번엔 어떤 일이 일어날까요? 대부분의 의사들이 그냥 내버려두는 쪽을 택합니다. 고관절 치환을 받도록 말이죠. 이제 좀 걱정이 되셔야 할텐데요...그건 그렇고, (웃음) 당신이 의사를 만난다면 이렇게 말할 의사는 하나도 없을 겁니다. ""피록시캠, 이부프로펜, 고관절 치환중에서 고관절 치환을 선택합시다."" 하지만 이것을 '기본값'으로 설정한 순간 사람들이 결국 하게 되는 일에 엄청난 영향을 미칩니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
274,274,"비이성적인 의사결정의 사례를 몇가지 더 들겠습니다. 제가 여러분에게 선택권을 드린다고 해보지요. 주말에 로마여행을 가시겠습니까? 비용은 다 지불해드립니다. 호텔, 교통비, 음식, 아침식사 유럽식 아침식사, 전부 다요.. 아니면 파리로 가시겠습니까? 자, 이제 로마여행과 파리여행은 다른 것이죠. 서로 다른 음식, 다른 문화, 다른 예술... 여기에 제가 다른 선택을 하나 더 드린다고 해보지요.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
275,275,"아무도 원하지 않을 만한 것으로요 상상해보세요. 제가 ""로마여행, 파리여행, 또는 차를 도둑맞기"" 중에 고르라고 한다면? (웃음) 우습죠? 도대체 차를 도둑맞는 건 왜 거기 들어가있는거죠? 선택에 무슨 영향을 주는 건가요? (웃음) 하지만 자동차를 도둑맞는다는 선택이 사실은 그게 아니라 교통, 아침식사가 포함된 로마여행인 것까지 똑같은데 아침 커피가 포함되지 않은 것이었다면요? 커피를 마시고 싶으면 직접 돈을 내시면 됩니다. 2.50유로밖에 안되죠. 그런데 어떻게 보면, 커피가 포함된 로마여행을 선택할 수 있는데 도대체 왜 커피가 빠진 로마여행을 선택하겠습니까?","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
276,276,"이건 자동차 도둑맞는 거나 마찬가지입니다. 열등한 선택이죠. 하지만 어떤 일이 일어났을까요? 커피 없는 로마여행을 추가하는 순간 커피 포함된 로마여행의 인기가 오릅니다. 사람들은 그걸 선택하죠. 커피 없는 로마여행을 선택할 수 있다는 사실이 커피 포함된 로마여행을 더 우월하게 보이도록 하는 것이죠. 커피 없는 로마여행뿐만 아니라, 파리여행보다도 더 좋아 보이게 만듭니다. (웃음)","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
277,277,이 원칙에 대한 두가지 사례가 있습니다. 이것은 몇년전 이코노미스트지의 광고인데요. 세가지 중에 선택할 수 있습니다. 온라인구독에 59달러 인쇄판 구독에 125달러 또는 두가지 다 구독하는데 125달러입니다. (웃음) 이걸 보고 제가 이코노미스트에 전화를 했습니다. 도대체 무슨 생각을 하는 건지 알아보려고 했죠 전화를 이리저리 돌리더니 결국은 웹사이트 담당자를 바꿔주더군요. 다시 전화를 했죠. 어떻게 된 일인지 알아보겠다더군요. 그리고는 그 광고가 사라졌습니다. 설명은 없었구요.,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
278,278,"그래서 실험을 해보기로 했습니다. 이코노미스트와 함께 했더라면 좋았을 실험인데요. 이 광고를 100명의 MIT 학생들에게 주었습니다. ""뭘 고르겠냐?""라고 물어봤죠. 이것이 점유율입니다. 대부분의 사람들이 '콤보'를 원했습니다. 고맙게도 열등한 옵션을 선택한 사람은 하나도 없었습니다. 우리 학생들이 글은 읽을 수 있다는 뜻이지요. (웃음) 하지만 당신이 아무도 원하지 않는 선택지를 가지고 있다면 그건 제거할 수 있겠죠. 그렇죠? 그래서 저는 이것의 다른 버전을 인쇄했습니다. 중간에 있는 선택지를 제거한 것이지요. 이것을 다른 100명의 학생에게 주었습니다. 결과는 이렇습니다. 가장 있기 있었던 것이 가장 인기 없는 것이 되었습니다. 가장 인기 없었던 것이 가장 인기 있는 것이 되었죠.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
279,279,"무슨 일이 일어난 것이냐 하면, 전혀 쓸모 없는 중간 선택지가 아무도 원하지 않는다는 점에서는 쓸모없는 것이었지만 사람들이 무엇을 원하는지 알아내는데 있어서는 쓸모없지 않았다는 것입니다. 사실, 인쇄판만 구독하는데 125달러라는 중간에 있던 선택지에 비하면 인쇄판에 웹까지 더해서 125달러라는 것을 환상적인 조건으로 보였죠. 결과적으로 사람들은 그것을 선택했던 겁니다. 여기서 중요한 것은 우리는 사실 우리의 선호에 대해서 잘 알지 못한다는 것입니다. 그리고, 우리의 선호에 대해서 잘 모르기 때문에 우리는 외부세력의 영향력을 쉽게 받아들입니다. 기본설정, 우리에게 보여지는 특정한 선택지들, 그런 것들 말이죠.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
280,280,"또다른 사례입니다. 사람들은 신체적인 매력을 평가하는데 있어서 어떤 사람을 보면 그 사람이 좋은지 아닌지, 또는 끌리는지 아닌지 즉시 알 수 있다고 믿습니다. ""4분 데이트""라는 것이 있는 것도 이런 믿음 때문이죠. 그래서 이런 실험을 해보기로 했습니다. 사람들의 이미지들을 보여드리겠습니다. 진짜 사람은 아닙니다. 실험은 진짜 사람들을 대상으로 했습니다. 사람들에게 톰과 제리의 사진을 보여주었습니다. 톰과 제리 중에 누구와 데이트를 하겠냐고 물었죠. 하지만 절반의 사람들에게는 못생긴 버전의 제리를 추가했습니다. 포토샵으로 제리를 약간 못생기게 만들었죠 (웃음) 다른 사람들에게는 못생긴 버전의 톰을 추가했습니다. 궁금한 것은 못생긴 제리나 못생긴 톰이 각자의 잘생긴 버전을 도와줄 수 있냐는 것이었습니다. 대답은 '절대로 그렇다'였습니다. 못생긴 제리가 있으면, 제리가 인기있었습니다. 못생긴 톰이 있으면 톰이 인기있었습니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
281,281,"여기에는 일상생활에 대한 두가지 아주 명확한 의의가 있습니다. 술마시러 바에 간다면 누구와 함께 가시겠습니까? (웃음) 자기 자신의 약간 못생긴 버전을 데려가셔야겠죠 (웃음) 비슷한....비슷하지만 약간 못생긴 사람으로요. (웃음) 두번째는 역시 누군가 당신을 데리고 가려 한다면, 그 사람이 당신을 어떻게 보는지 알 수 있다는 것이죠 (웃음) 이제 이해하셨군요.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
282,282,"요점이 뭐라구요? 요점은 우리가 경제학에 대해서 생각할 때 우리는 인간본성에 대한 아름다운 관점을 가지고 있다는 것입니다. ""인간은 얼마나 위대한 작품인가! 이성은 얼마나 고결한가!"" 우리는 우리자신, 그리고 다른 사람들에 대해 이런 관점을 가지고 있습니다. 행동경제학의 관점은 사람들에 대해서 약간 덜 관대합니다. 사실 의학적으로 보면 이것이 우리의 관점입니다. (웃음) 하지만 약간의 희망은 있습니다. 이 희망이, 제 생각에는 행동경제학이 흥미진진한 이유일 것입니다. 우리는 수퍼맨인가요? 아니면 호머 심슨인가요?","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
283,283,"물리적인 세계를 건축하는데 있어서는 우리는 우리의 한계를 이해하는 것 같습니다. 우리는 계단을 만듭니다. 이런 걸 만들죠. 아무리 봐도 모든 사람들이 사용할 수 있을 것 같진 않군요. (웃음) 우리는 우리의 한계를 알고 있습니다. 그리고 그것을 피해서 건축을 합니다. 하지만 어떤 이유에서인지 심리적인 세계에 있어서는 우리가 의료제도, 은퇴계획, 주식시장을 설계할 때 어떻게 된 일인지 우리에게 한계가 있다는 것을 잊어버립니다. 인지적 한계는 물리적 한계처럼 눈에 빤히 보이지는 않음에도 불구하고 우리가 물리적 한계를 이해하는 것과 똑같이 우리의 인지적 한계를 이해한다면, 우리는 더 나은 세상을 설계할 수 있습니다. 그것이 바로 이런 일들의 희망이라고 생각합니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
284,284,"철학자, 극작가, 신학자들은 수 세기동안 한 가지 질문에 매달렸습니다. ""무엇이 사람을 잘못된 길로 이끄는가?"" 어렸을때 저는 이런 생각을 했습니다. 전 뉴욕 시내 빈민가 사우스 브롱스에서 악에 둘러쌓인채 자라왔습니다. 빈민가에서 자란 아이들이 모두 그렇듯이 말입니다. 저에겐 정말 착한 친구들이 있었는데 그들은 결국 로버트 루이스 스티븐슨의 ""지킬 박사와 하이드""처럼 살아갔습니다. 마약을 하고, 사고를 치고, 감옥에 갔죠. 죽은 친구들도 있었고, 맨 정신에 나쁜 짓을 저지르기도 했지요.","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
285,285,"그러니 그 시절의 제게 ""지킬 박사와 하이드""는 그냥 소설같은 이야기가 아니었지요. 그렇다면 의문이 생깁니다. 마약에 뭐라도 있었던 걸까요. 그리고 더 중요한 것은, 지식인들은 선과 악을 구분하는 선이 고정되어 있어 상대의 영역으로 넘어갈수 없다고 생각했지만, 한 쪽을 선으로, 한쪽을 악으로 규정하는 그 선은 사실은 유동적이며 쉽게 통과할 수 있음을 알았습니다. 선한 사람은 반대의 것에 유혹당할 수 있으며 또한 나쁜 아이도 아주 선한 환경 아래에선 도움과 교정을 통해 회복될 수 있다는 겁니다.","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
286,286,먼저 네덜란드 화가 M.C.에셔가 그린 이 멋진 착시그림을 보시죠. 흰색에 초점을 맞춰 그림을 보면 천사들로 가득한 세계가 보입니다. 하지만 좀 더 깊이있게 관찰하면 바로 악마들의 모습을 볼 수 있죠. 이 그림은 여러가지 사실을 알려줍니다.,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
287,287,"첫째 : 세상은 과거부터 미래까지 언제나 선과 악으로 구성됩니다. 왜냐면 선과 악이란 인간의 음과 양이니까요. 다른 이야기를 해보죠. 이거 혹시 아시나요? 신이 가장 총애하던 천사는 루시퍼였습니다. 루시퍼는 바로 ""빛""을 의미하죠. 성서에선 ""샛별""을 의미하기도 하지요. 그런 그가 신의 뜻을 거스릅니다. 이는 권위에 대한 전면 불복종을 의미합니다. 그래서 신은 대천사 미카엘을 보내 다른 타락천사들과 그를 천국에서 내쫓게 되죠. 결국 루시퍼는 지옥으로 내려와 사탄이 되고 악마가 되어 지옥에는 악이 세력이 형성됩니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
288,288,"다시 말해, 지옥을 만들어 악을 담아둔 것은 결국 신이었습니다. 비록 그가 지옥에 악을 잘 담아둔 것도 아닙니다만, 어쨌든 신이 가장 총애한 천사가 악마가 되어버린 이 거대한 질서의 변화를 보면, 저는 이것이 착하고 평범한 사람이 사악한 범죄자가 된다는 인간의 본질을 이해하는 배경이라고 생각합니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
289,289,"결국 루시퍼 효과는 인간의 부정적 변화, 즉, 현재 부정적인 상태가 아니라 부정적으로 변하게 된다는 것이며 이로서 심리학적 정의를 내릴 수 있습니다. 악이란 바로 힘의 행사입니다. 핵심은 결국 힘이죠. 다른 이의 마음을 다치게 하거나, 사람을 다치게 하거나, 목숨을 앗아가거나, 혹은 사상을 파괴시키고, 인간성을 버리고 범죄를 저지르는거죠. 구글에서 ""악""이라는 평범한 단어를 검색하면, 3분의 1초 만에 1억 3천 6백만개의 결과를 볼 수 있습니다.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
